clause_type,preprocessed_text
indemnification-and-contribution,"['indemnif', 'contribut', 'provis', 'set', 'forth', 'section', 'hereof', 'contraven', 'bermuda', 'law', 'public', 'polici', 'thereof']"
confidentiality,"['parti', 'receiv', 'proprietari', 'confidenti', 'inform', 'parti', '“receiv', 'party”', 'shall', 'retain', 'confid', 'term', 'agreement', 'technolog', 'non', 'public', 'inform', 'know', 'parti', 'disclos', 'acquir', 'receiv', 'parti', 'pursuant', 'connect', 'agreement', 'design', 'proprietari', 'confidenti', 'natur', 'circumst', 'surround', 'disclosur', 'ought', 'good', 'faith', 'treat', 'proprietari', 'confidenti', '“confidenti', 'information”', 'provid', 'parti', 'disclos', 'confidenti', 'inform', 'immedi', 'legal', 'financi', 'consult', 'affili', 'employe', 'need', 'know', 'aris', 'result', 'agreement', 'ordinari', 'cours', 'busi', 'parti', 'agre', 'us', 'commerci', 'reason', 'effort', 'protect', 'confidenti', 'inform', 'parti', 'event', 'precaut', 'great', 'taken', 'protect', 'confidenti', 'inform', 'similar', 'natur', 'forego', 'restrict', 'shall', 'appli', 'inform', 'known', 'receiv', 'parti', 'prior', 'disclosur', 'thereof', 'parti', 'enter', 'public', 'domain', 'fault', 'receiv', 'parti', 'disclos', 'receiv', 'parti', 'parti', 'time', 'notifi', 'parti', 'parti', 'legal', 'entitl', 'disclosur', 'violat', 'oblig', 'confidenti', 'requir', 'disclos', 'applic', 'law', 'regul', 'event', 'extent', 'requir', 'disclos', 'independ', 'develop', 'receiv', 'parti', 'refer', 'confidenti', 'inform', 'parti', 'request', 'parti', 'parti', 'shall', 'return', 'materi', 'medium', 'contain', 'embodi', 'reflect', 'refer', 'confidenti', 'inform', 'parti', 'parti', 'acknowledg', 'breach', 'provis', 'result', 'irrepar', 'harm', 'parti', 'monei', 'damag', 'insuffici', 'remedi', 'parti', 'shall', 'entitl', 'seek', 'injunct', 'relief', 'enforc', 'provis', 'section', 'limit', 'subject', 'section', 'confidenti', 'inform', 'includ', 'user', 'data', 'section']"
participations,"['lender', 'consent', 'notic', 'compani', 'administr', 'agent', 'sell', 'particip', 'person', 'natur', 'person', 'compani', 'affili', 'portion', 'lender’', 'right', 'oblig', 'agreement', 'provid', 'lender’', 'oblig', 'agreement', 'shall', 'remain', 'unchang', 'lender', 'shall', 'remain', 'sole', 'respons', 'parti', 'hereto', 'perform', 'oblig', 'iii', 'compani', 'administr', 'agent', 'lender', 'shall', 'continu', 'deal', 'sole', 'directli', 'lender', 'connect', 'lender’', 'right', 'oblig', 'agreement', 'agreement', 'instrument', 'pursuant', 'lender', 'sell', 'particip', 'shall', 'provid', 'lender', 'shall', 'retain', 'sole', 'right', 'enforc', 'agreement', 'approv', 'amend', 'modif', 'waiver', 'provis', 'agreement', 'provid', 'agreement', 'instrument', 'provid', 'lender', 'consent', 'particip', 'agre', 'amend', 'modif', 'waiver', 'directli', 'affect', 'extens', 'schedul', 'final', 'matur', 'date', 'loan', 'alloc', 'particip', 'mandatori', 'prepay', 'requir', 'pursuant', 'section', 'iii', 'iii', 'reduct', 'princip', 'rate', 'payabl', 'loan', 'alloc', 'particip', 'subject', 'provis', 'subsect', 'compani', 'agre', 'particip', 'shall', 'entitl', 'benefit', 'subsect', 'extent', 'lender', 'acquir', 'assign', 'pursuant', 'subsect', 'extent', 'permit', 'law', 'particip', 'shall', 'entitl', 'benefit', 'subsect', 'lender', 'provid', 'particip']"
indemnification,"['transfer', 'agent', 'shall', 'respons', 'fund', 'shall', 'behalf', 'applic', 'portfolio', 'indemnifi', 'hold', 'transfer', 'agent', 'harmless', 'loss', 'damag', 'cost', 'charg', 'counsel', 'fee', 'payment', 'expens', 'liabil', 'aris', 'attribut']"
payment-of-expenses,"['knowledg', 'contributor', 'expens', 'relat', 'ownership', 'oper', 'contributor', 'properti', 'paid', 'time', 'delinqu', 'expens', 'tax', 'disput', 'good', 'faith', 'adequ', 'account', 'reserv', 'establish']"
confidential-information,"['consult', 'shall', 'hold', 'confidenti', 'inform', 'receiv', 'citi', 'cours', 'perform', 'agreement', 'trust', 'confid', 'reveal', 'confidenti', 'inform', 'person', 'entiti', 'term', 'agreement', 'time', 'expir', 'agreement', 'termin', 'provid', 'consult', 'shall', 'return', 'materi', 'contain', 'confidenti', 'inform', 'citi', 'consult', 'copi', 'confidenti', 'file', 'purpos', 'paragraph', 'confidenti', 'inform', 'defin', 'inform', 'disclos', 'consult', 'relat', 'citi', 'past', 'present', 'futur', 'activ', 'activ', 'agreement', 'inform', 'public', 'record', 'california', 'law']"
participations,"['lender', 'time', 'consent', 'notic', 'borrow', 'administr', 'agent', 'sell', 'particip', 'person', 'natur', 'person', 'disqualifi', 'lender', 'sole', 'extent', 'disqualifi', 'lender', 'list', 'post', 'intralink', 'similar', 'electron', 'pursuant', 'section', 'borrow', 'borrower’', 'affili', 'subsidiari', 'portion', 'lender’', 'right', 'oblig', 'agreement', 'includ', 'portion', 'commit', 'loan', 'ow', 'provid', 'lender’', 'oblig', 'agreement', 'shall', 'remain', 'unchang', 'lender', 'shall', 'remain', 'sole', 'respons', 'parti', 'hereto', 'perform', 'oblig', 'iii', 'borrow', 'administr', 'agent', 'lender', 'shall', 'continu', 'deal', 'sole', 'directli', 'lender', 'connect', 'lender’', 'right', 'oblig', 'agreement', 'agreement', 'instrument', 'pursuant', 'lender', 'sell', 'particip', 'shall', 'provid', 'lender', 'shall', 'retain', 'sole', 'right', 'enforc', 'agreement', 'approv', 'amend', 'modif', 'waiver', 'provis', 'agreement', 'provid', 'agreement', 'instrument', 'provid', 'lender', 'consent', 'particip', 'agre', 'amend', 'modif', 'waiver', 'describ', 'proviso', 'section', 'directli', 'advers', 'affect', 'particip', 'describ', 'second', 'proviso', 'section', 'requir', 'consent', 'lender', 'subject', 'paragraph', 'section', 'borrow', 'agre', 'particip', 'shall', 'entitl', 'benefit', 'section', 'extent', 'lender', 'acquir', 'assign', 'pursuant', 'paragraph', 'section', 'extent', 'permit', 'law', 'particip', 'shall', 'entitl', 'benefit', 'section', 'subject', 'requir', 'limit', 'section', 'section', 'understood', 'document', 'requir', 'section', 'shall', 'deliv', 'sole', 'particip', 'lender', 'lender', 'lender', 'sell', 'particip', 'shall', 'act', 'sole', 'purpos', 'non', 'fiduciari', 'agent', 'borrow', 'maintain', 'regist', 'enter', 'address', 'particip', 'princip', 'state']"
payment-of-expenses,"['transact', 'contempl', 'agreement', 'consumm', 'agreement', 'termin', 'compani', 'pai', 'caus', 'paid', 'cost', 'expens', 'incid', 'perform', 'oblig', 'hereund', 'includ', 'limit', 'cost', 'incid', 'author', 'issuanc', 'sale', 'prepar', 'deliveri', 'share', 'tax', 'payabl', 'connect', 'cost', 'incid', 'prepar', 'print', 'file', 'secur', 'act', 'registr', 'statement', 'preliminari', 'prospectu', 'issuer', 'free', 'write', 'prospectu', 'price', 'disclosur', 'packag', 'prospectu', 'includ', 'exhibit', 'amend', 'supplement', 'thereto', 'distribut', 'thereof', 'iii', 'fee', 'expens', 'company’', 'counsel', 'independ', 'account', 'fee', 'expens', 'incur', 'connect', 'registr', 'qualif', 'determin', 'elig', 'invest', 'share', 'state', 'foreign', 'secur', 'blue', 'sky', 'law', 'jurisdict', 'repres', 'design', 'prior', 'approv', 'compani', 'approv', 'unreason', 'withheld', 'condit', 'delai', 'prepar', 'print', 'distribut', 'blue', 'sky', 'memorandum', 'includ', 'reason', 'relat', 'fee', 'expens', 'counsel', 'underwrit', 'cost', 'prepar', 'stock', 'certif', 'cost', 'charg', 'transfer', 'agent', 'registrar', 'vii', 'expens', 'applic', 'fee', 'incur', 'connect', 'file', 'clearanc', 'offer', 'finra', 'viii', 'expens', 'incur', 'compani', 'connect', '“road', 'show”', 'present', 'potenti', 'investor', 'provid', 'underwrit', 'shall', 'respons', 'parti', 'cost', 'privat', 'aircraft', 'incur', 'behalf', 'compani', 'connect', 'roadshow', 'expens', 'applic', 'fee', 'relat', 'list', 'share', 'nasdaq', 'market', 'understood', 'provid', 'section', 'section', 'hereof', 'underwrit', 'pai', 'cost', 'expens', 'includ', 'fee', 'counsel', 'avoid', 'doubt', 'share', 'cost', 'aircraft', 'specifi', 'claus', 'viii', 'paragraph']"
indemnification-and-contribution,"['compani', 'agre', 'indemnifi', 'defend', 'hold', 'harmless', 'underwrit', 'person', 'control', 'underwrit', 'mean', 'section', 'act', 'section', 'exchang', 'act', 'respect', 'director', 'offic', 'employe', 'agent', 'underwrit', 'loss', 'expens', 'liabil', 'damag', 'claim', 'includ', 'reason', 'cost', 'investig', 'jointli', 'sever', 'underwrit', 'control', 'person', 'incur', 'act', 'exchang', 'act', 'insofar', 'loss', 'expens', 'liabil', 'damag', 'claim', 'aris', 'base', 'untru', 'statement', 'alleg', 'untru', 'statement', 'materi', 'fact', 'contain', 'registr', 'statement', 'amend', 'preliminari', 'prospectu', 'issuer', 'free', 'write', 'prospectu', 'compani', 'file', 'requir', 'file', 'commiss', 'requir', 'retain', 'prospectu', '“road', 'show”', 'defin', 'section', 'act', 'written', 'test', 'water', 'commun', 'amend', 'thereof', 'supplement', 'thereto', 'aris', 'base', 'omiss', 'alleg', 'omiss', 'state', 'materi', 'fact', 'requir', 'state', 'necessari', 'statement', 'mislead', 'provid', 'compani', 'liabl', 'case', 'extent', 'loss', 'expens', 'liabil', 'damag', 'claim', 'aris', 'base', 'untru', 'statement', 'alleg', 'untru', 'statement', 'omiss', 'alleg', 'omiss', 'materi', 'fact', 'contain', 'conform', 'inform', 'furnish', 'write', 'underwrit', 'repres', 'compani', 'specif', 'inclus', 'indemn', 'agreement', 'set', 'forth', 'section', 'shall', 'addit', 'liabil', 'compani', 'action', 'brought', 'underwrit', 'control', 'person', 'respect', 'indemn', 'sought', 'compani', 'pursuant', 'section', 'underwrit', 'shall', 'promptli', 'notifi', 'compani', 'write', 'institut', 'action', 'compani', 'shall', 'assum', 'defens', 'action', 'includ', 'employ', 'counsel', 'payment', 'expens', 'provid', 'failur', 'delai', 'notifi', 'compani', 'reliev', 'compani', 'oblig', 'hereund', 'extent', 'abil', 'defend', 'actual', 'impair', 'failur', 'delai', 'underwrit', 'control', 'person', 'shall', 'right']"
contribution,"['provid', 'equit', 'contribut', 'joint', 'liabil', 'secur', 'act', 'case', 'parti', 'entitl', 'indemnif', 'hereund', 'make', 'claim', 'indemnif', 'pursuant', 'section', 'judici', 'determin', 'entri', 'final', 'judgment', 'decre', 'court', 'compet', 'jurisdict', 'expir', 'time', 'appeal', 'denial', 'right', 'appeal', 'indemnif', 'enforc', 'case', 'notwithstand', 'fact', 'section', 'provid', 'indemnif', 'case', 'contribut', 'secur', 'act', 'requir', 'parti', 'hereto', 'indemnif', 'provid', 'section', 'case', 'parti', 'contribut', 'aggreg', 'loss', 'claim', 'damag', 'liabil', 'expens', 'subject', 'contribut', 'proport', 'appropri', 'reflect', 'rel', 'fault', 'indemnifi', 'parti', 'indemnifi', 'parti', 'connect', 'statement', 'omiss', 'action', 'result', 'loss', 'claim', 'damag', 'liabil', 'expens', 'reflect', 'relev', 'equit', 'consider', 'rel', 'fault', 'indemnifi', 'parti', 'indemnifi', 'parti', 'shall', 'determin', 'refer', 'thing', 'untru', 'allegedli', 'untru', 'statement', 'materi', 'fact', 'omiss', 'alleg', 'omiss', 'materi', 'fact', 'relat', 'inform', 'suppli', 'indemnifi', 'parti', 'indemnifi', 'parti', 'parties’', 'rel', 'intent', 'knowledg', 'access', 'inform', 'opportun', 'correct', 'prevent', 'statement', 'omiss', 'provid']"
payment-of-expenses,"['compani', 'agre', 'pai', 'reimburs', 'paid', 'underwrit', 'qiu', 'transact', 'contempl', 'consumm', 'agreement', 'termin', 'cost', 'incid', 'author', 'issuanc', 'sale', 'prepar', 'deliveri', 'unit', 'share', 'warrant', 'tax', 'payabl', 'connect', 'cost', 'incid', 'registr', 'public', 'unit', 'public', 'share', 'public', 'warrant', 'share', 'common', 'stock', 'underli', 'secur', 'act', 'exchang', 'act', 'cost', 'incid', 'prepar', 'print', 'distribut', 'registr', 'statement', 'preliminari', 'prospectu', 'gener', 'disclosur', 'packag', 'prospectu', 'amend', 'supplement', 'exhibit', 'thereto', 'cost', 'print', 'reproduc', 'distribut', 'underwrit', 'document', 'relat', 'offer', 'close', 'document', 'mail', 'mean', 'commun', 'applic', 'list', 'fee', 'fee', 'expens', 'qualifi', 'unit', 'share', 'warrant', 'secur', 'law', 'jurisdict', 'provid', 'section', 'fee', 'expens', 'includ', 'relat', 'fee', 'expens', 'counsel', 'underwrit', 'exce', 'incur', 'connect', 'secur', 'requir', 'review', 'finra', 'term', 'sale', 'public', 'unit', 'make', 'file', 'finra', 'cost', 'prepar', 'print', 'stock', 'certif', 'fee', 'expens', 'company’', 'registrar', 'transfer', 'agent', 'truste', 'warrant', 'agent', 'escrow', 'agent', 'cost', 'expens', 'incid', 'offer', 'public', 'unit', 'perform', 'oblig', 'compani', 'agreement', 'includ', 'fee', 'expens', 'company’', 'counsel', 'company’', 'independ', 'account', 'provid', 'extent', 'provid', 'section', 'section', 'underwrit', 'shall', 'pai', 'cost', 'expens', 'includ', 'fee', 'expens', 'counsel', 'transfer', 'tax', 'resal', 'public', 'unit', 'expens', 'advertis', 'offer', 'public', 'unit']"
participations,"['issuanc', 'letter', 'credit', 'amend', 'letter', 'credit', 'increas', 'thereof', 'action', 'issu', 'lender', 'revolv', 'credit', 'lender', 'issu', 'lender', 'grant', 'revolv', 'credit', 'lender', 'revolv', 'credit', 'lender', 'acquir', 'issu', 'lender', 'particip', 'letter', 'credit', 'equal', 'revolv', 'credit', 'lender’', 'applic', 'percentag', 'aggreg', 'avail', 'drawn', 'letter', 'credit', 'consider', 'further', 'forego', 'revolv', 'credit', 'lender', 'absolut', 'uncondition', 'agre', 'pai', 'administr', 'agent', 'account', 'issu', 'lender', 'revolv', 'credit', 'lender’', 'applic', 'percentag', 'disburs', 'issu', 'lender', 'promptli', 'request', 'issu', 'lender', 'time', 'time', 'disburs', 'disburs', 'reimburs', 'borrow', 'time', 'reimburs', 'payment', 'requir', 'refund', 'borrow', 'reason', 'revolv', 'credit', 'lender', 'acknowledg', 'agre', 'oblig', 'acquir', 'particip', 'pursuant', 'paragraph', 'respect', 'letter', 'credit', 'absolut', 'uncondit', 'shall', 'affect', 'circumst', 'whatsoev', 'includ', 'amend', 'renew', 'extens', 'letter', 'credit', 'occurr', 'continu', 'default', 'reduct', 'termin', 'commit', 'payment', 'shall', 'offset', 'abat', 'withhold', 'reduct', 'whatsoev']"
confidentiality,"['parti', 'acknowledg', 'perform', 'oblig', 'group', 'agreement', 'involv', 'access', 'disclosur', 'data', 'procedur', 'materi', 'list', 'system', 'inform', 'includ', 'medic', 'record', 'employe', 'benefit', 'inform', 'employe', 'address', 'social', 'secur', 'number', 'mail', 'address', 'phone', 'number', 'confidenti', 'inform', 'group’', 'employe', 'collect', '“information”', 'inform', 'shall', 'kept', 'strictli', 'confidenti', 'shall', 'disclos', 'parti', 'repres', 'receiv', 'parti', 'permit', 'applic', 'state', 'feder', 'law', 'need', 'know', 'inform', 'order', 'perform', 'servic', 'requir', 'parti', 'pursuant', 'group', 'agreement', 'proper', 'manag', 'administr', 'receiv', 'parti', 'provid', 'repres', 'inform', 'confidenti', 'provis', 'group', 'agreement', 'agre', 'abid', 'pursuant', 'court', 'order', 'iii', 'design', 'public', 'offici', 'agenc', 'pursuant', 'requir', 'feder', 'state', 'local', 'law', 'statut', 'rule', 'regul', 'disclos', 'parti', 'provid', 'parti', 'prompt', 'notic', 'request', 'disclos', 'parti', 'receiv', 'disclos', 'inform', 'pursuant', 'applic', 'legal', 'requir', 'parti', 'object', 'request', 'seek', 'appropri', 'protect', 'order', 'request', 'parti', 'shall', 'maintain', 'confidenti', 'medic', 'record', 'confidenti', 'patient', 'employe', 'inform', 'requir', 'applic', 'law']"
confidential-information,"['execut', 'agre', 'subsequ', 'employ', 'compani', 'time', 'commun', 'disclos', 'unauthor', 'person', 'written', 'consent', 'compani', 'proprietari', 'confidenti', 'inform', 'concern', 'compani', 'subsidiari', 'affili', 'compani', 'provid', 'oblig', 'paragraph', 'shall', 'appli', 'extent', 'matter', 'disclos', 'circumst', 'execut', 'legal', 'oblig', 'gener', 'known', 'avail', 'us', 'public', 'wrong', 'act', 'omiss', 'provid', 'disclos', 'knowledg', 'insur', 'financi', 'legal', 'econom', 'principl', 'concept', 'idea', 'sole', 'exclus', 'deriv', 'busi', 'plan', 'activ', 'compani']"
indemnification,"['lender', 'agre', 'indemnifi', 'agent', 'offic', 'director', 'employe', 'agent', 'attornei', 'fact', 'affili', 'extent', 'reimburs', 'borrow', 'limit', 'oblig', 'borrow', 'ratabl', 'accord', 'percentag', 'share', 'lender', 'liabil', 'claim', 'oblig', 'loss', 'damag', 'penalti', 'action', 'judgment', 'suit', 'cost', 'expens', 'disburs', 'kind', 'whatsoev', 'time', 'includ', 'time', 'follow', 'payment', 'perform', 'oblig', 'termin', 'agreement', 'impos', 'incur', 'assert', 'agent', 'offic', 'director', 'employe', 'agent', 'attornei', 'fact', 'affili', 'wai', 'relat', 'aris', 'agreement', 'loan', 'document', 'document', 'contempl', 'refer', 'transact', 'contempl', 'action', 'taken', 'omit', 'agent', 'offic', 'director', 'employe', 'agent', 'attornei', 'fact', 'affili', 'connect', 'forego', 'includ', 'liabil', 'claim', 'oblig', 'loss', 'damag', 'penalti', 'action', 'judgment', 'suit', 'cost', 'expens', 'disburs', 'impos', 'incur', 'assert', 'result', 'neglig', 'sole', 'concurr', 'agent', 'offic', 'director', 'employe', 'agent', 'attornei', 'fact', 'affili', 'provid', 'lender', 'shall', 'liabl', 'payment', 'portion', 'liabil', 'oblig', 'loss', 'damag', 'penalti', 'action', 'judgment', 'suit', 'cost', 'expens', 'disburs', 'result', 'sole', 'gross', 'neglig', 'will', 'misconduct', 'agent', 'offic', 'director', 'employe', 'agent', 'attornei', 'fact', 'affili', 'agreement', 'section', 'shall', 'surviv', 'payment', 'perform', 'oblig', 'termin', 'agreement']"
arbitration,"['time', 'term', 'agreement', 'disput', 'differ', 'disagr', 'shall', 'aris', 'respect', 'agreement', 'mean', 'construct', 'hereof', 'disput', 'differ', 'disagr', 'shall', 'refer', 'singl', 'arbit', 'agre', 'parti', 'singl', 'arbit', 'agre', 'arbit', 'arbit', 'shall', 'select', 'accord', 'rule', 'american', 'arbitr', 'associ', 'disput', 'differ', 'disagr', 'shall', 'settl', 'arbitr', 'accord', 'prevail', 'commerci', 'rule', 'american', 'arbitr', 'associ', 'judgment', 'award', 'render', 'arbit', 'enter', 'court', 'have', 'jurisdict', 'thereof']"
contribution,"['order', 'provid', 'equit', 'contribut', 'circumst', 'indemnif', 'provid', 'held', 'court', 'compet', 'jurisdict', 'unavail', 'indemnite', 'agre', 'event', 'corpor', 'shall', 'fullest', 'extent', 'permit', 'law', 'contribut', 'payment', 'indemnitee’', 'cost', 'charg', 'expens', 'includ', 'attorneys’', 'fee', 'judgment', 'fine', 'amount', 'paid', 'settlement', 'respect', 'action', 'suit', 'proceed', 'civil', 'crimin', 'administr', 'investig', 'equit', 'circumst', 'take', 'account', 'thing', 'contribut', 'director', 'offic', 'corpor', 'pursuant', 'indemnif', 'agreement', 'provid', 'limit', 'gener', 'forego', 'contribut', 'shall', 'requir', 'hold', 'court', 'failur', 'indemnite', 'meet', 'standard', 'conduct', 'set', 'forth', 'section', 'hereof', 'limit', 'indemnif', 'set', 'forth', 'section', 'hereof']"
payment-of-expenses,"['transact', 'contempl', 'agreement', 'consumm', 'agreement', 'termin', 'compani', 'pai', 'caus', 'paid', 'cost', 'expens', 'incid', 'perform', 'oblig', 'hereund', 'includ', 'limit', 'cost', 'incid', 'author', 'issuanc', 'sale', 'prepar', 'deliveri', 'share', 'tax', 'payabl', 'connect']"
contribution,"['indemnif', 'provid', 'section', 'hereof', 'reason', 'unavail', 'insuffici', 'hold', 'harmless', 'indemnifi', 'parti', 'respect', 'loss', 'liabil', 'claim', 'damag', 'expens', 'refer', 'indemnifi', 'parti', 'shall', 'contribut', 'aggreg', 'loss', 'liabil', 'claim', 'damag', 'expens', 'incur', 'indemnifi', 'parti', 'incur', 'proport', 'appropri', 'reflect', 'rel', 'benefit', 'receiv', 'compani', 'hand', 'underwrit', 'hand', 'offer', 'secur', 'pursuant', 'agreement', 'alloc', 'provid', 'claus', 'permit', 'applic', 'law', 'proport', 'appropri', 'reflect', 'rel', 'benefit', 'refer', 'claus', 'rel', 'fault', 'compani', 'hand', 'underwrit', 'hand', 'connect', 'statement', 'omiss', 'result', 'loss', 'liabil', 'claim', 'damag', 'expens', 'relev', 'equit', 'consider', 'rel', 'benefit', 'receiv', 'compani', 'hand', 'underwrit', 'hand', 'connect', 'offer', 'secur', 'pursuant', 'agreement', 'shall', 'deem', 'respect', 'proport', 'total', 'net', 'proce', 'offer', 'secur', 'pursuant', 'agreement', 'deduct', 'expens', 'receiv', 'compani', 'total', 'underwrit', 'discount', 'receiv', 'underwrit', 'case', 'set', 'forth', 'cover', 'prospectu', 'supplement', 'bear', 'aggreg', 'public', 'offer', 'price', 'secur', 'set', 'forth', 'cover', 'rel', 'fault', 'compani', 'hand', 'underwrit', 'hand', 'shall', 'determin', 'refer', 'thing', 'untru', 'alleg', 'untru', 'statement', 'materi', 'fact', 'omiss', 'alleg', 'omiss', 'state', 'materi', 'fact', 'relat', 'inform', 'suppli', 'compani', 'underwrit', 'parties’', 'rel', 'intent', 'knowledg', 'access', 'inform', 'opportun', 'correct', 'prevent', 'statement', 'omiss', 'compani', 'underwrit', 'agre', 'equit', 'contribut', 'pursuant', 'section', 'determin', 'pro', 'rata', 'alloc', 'method', 'alloc', 'account', 'equit', 'consider', 'refer', 'section', 'aggregat']"
confidential-information,"['disclos', 'disclos', 'compani', 'us', 'discharg', 'duti', 'employe', 'compani', 'trade', 'secret', 'confidenti', 'inform', 'belong', 'employ', 'person', 'classifi', 'employ', 'person', 'trade', 'secret', 'confidenti', 'inform', 'limit', 'set', 'forth', 'section', 'shall', 'appli', 'matter', 'public', 'knowledg', 'previous', 'known', 'compani', 'subsequ', 'receiv', 'compani', 'parti', 'independ', 'deriv', 'compani', 'directli', 'indirectli', 'time', 'period', 'employ', 'compani', 'us', 'disclos', 'confidenti', 'inform', 'matter', 'inform', 'known', 'obtain', 'company’', 'written', 'consent', 'leav', 'company’', 'emploi', 'time', 'request', 'compani', 'promptli', 'deliv', 'compani', 'document', 'record', 'includ', 'limit', 'list', 'definit', 'confidenti', 'inform', 'possess', 'control', 'pertain', 'compani', 'activ', 'activ', 'cours', 'employ', 'copi', 'thereof', 'retain', 'deliv', 'copi', 'document', 'record']"
payment-of-expenses,"['payment', 'borrow', 'lender’', 'fanni', 'mae’', 'reason', 'parti', 'pocket', 'fee', 'expens', 'payabl', 'accord', 'agreement', 'includ', 'limit', 'legal', 'fee', 'expens', 'describ', 'section']"
indemnification-by-the-company,"['compani', 'agre', 'indemnifi', 'hold', 'harmless', 'fund', 'advis', 'distributor', 'person', 'control', 'associ', 'fund', 'advis', 'distributor', 'mean', 'term', 'feder', 'secur', 'law', 'director', 'truste', 'offic', 'partner', 'employe', 'agent', 'forego', 'collect', 'indemnifi', 'parti', 'purpos', 'section', 'loss', 'claim', 'expens', 'damag', 'liabil', 'includ', 'amount', 'paid', 'settlement', 'written', 'consent', 'compani', 'litig', 'includ', 'reason', 'legal', 'expens', 'indemnifi', 'parti', 'subject', 'statut', 'regul', 'common', 'law', 'insofar', 'loss', 'claim', 'damag', 'liabil', 'expens', 'action', 'respect', 'thereof', 'settlement']"
indemnification,"['compani', 'shall', 'indemnifi', 'hold', 'harmless', 'fullest', 'extent', 'permit', 'law', 'holder', 'registr', 'secur', 'holder’', 'offic', 'director', 'manag', 'member', 'partner', 'stockhold', 'affili', 'underwrit', 'broker', 'person', 'act', 'behalf', 'holder', 'registr', 'secur', 'person', 'control', 'forego', 'person', 'mean', 'section', 'secur', 'act', 'section', 'exchang', 'act', 'loss', 'claim', 'action', 'damag', 'liabil', 'expens', 'joint', 'forego', 'person', 'subject', 'secur', 'act', 'insofar', 'loss', 'claim', 'action', 'damag', 'liabil', 'expens', 'aris', 'base', 'untru', 'alleg', 'untru', 'statement', 'materi', 'fact', 'contain', 'registr', 'statement', 'prospectu', 'preliminari', 'prospectu', 'free', 'write', 'prospectu', 'defin', 'rule', 'promulg', 'secur', 'act', 'amend', 'thereof', 'supplement', 'thereto', 'omiss', 'alleg', 'omiss', 'materi', 'fact', 'requir', 'state', 'necessari', 'statement', 'mislead', 'violat', 'alleg', 'violat', 'compani', 'secur', 'act', 'similar', 'feder', 'state', 'secur', 'law', 'rule', 'regul', 'promulg', 'thereund', 'applic', 'compani', 'relat', 'action', 'inact', 'requir', 'compani', 'connect', 'registr', 'qualif', 'complianc', 'shall', 'reimburs', 'person', 'legal', 'expens', 'reason', 'incur', 'connect', 'investig', 'defend', 'loss', 'claim', 'action', 'damag', 'liabil', 'insofar', 'caus', 'contain', 'inform', 'furnish', 'write', 'compani', 'holder', 'expressli', 'us', 'holder’', 'failur', 'deliv', 'copi', 'registr', 'statement', 'prospectu', 'free', 'write', 'prospectu', 'defin', 'rule', 'promulg', 'secur', 'act', 'amend', 'supplement', 'thereto', 'requir', 'applic', 'law', 'deliv', 'compani', 'furnish', 'holder', 'suffici', 'number', 'copi', 'prior', 'written', 'confirm', 'sale', 'registr', 'secur']"
payment-of-expenses,"['compani', 'agre', 'pai', 'reimburs', 'paid', 'underwrit', 'consumm', 'transact', 'contempl', 'cost', 'incid', 'author', 'issuanc', 'sale', 'prepar', 'deliveri', 'share', 'underwrit', 'tax', 'payabl', 'connect', 'cost', 'incid', 'registr', 'share', 'secur', 'act', 'cost', 'incid', 'prepar', 'print', 'distribut', 'registr', 'statement', 'base', 'prospectu', 'preliminari', 'prospectu', 'issuer', 'free', 'write', 'prospectu', 'gener', 'disclosur', 'packag', 'prospectu', 'amend', 'supplement', 'exhibit', 'thereto', 'document', 'incorpor', 'refer', 'cost', 'print', 'reproduc', 'distribut', 'transact', 'document', 'mail', 'mean', 'commun', 'fee', 'expens', 'includ', 'reason', 'relat', 'fee', 'expens', 'counsel', 'underwrit', 'incur', 'connect', 'secur', 'requir', 'review', 'finra', 'term', 'sale', 'share', 'file', 'finra', 'applic', 'list', 'quotat', 'fee', 'fee', 'expens', 'includ', 'reason', 'relat', 'fee', 'expens', 'counsel', 'underwrit', 'qualifi', 'share', 'secur', 'law', 'jurisdict', 'provid', 'section', 'prepar', 'print', 'distribut', 'wrapper', '“blue', 'sky', 'memoranda”', '“legal', 'invest', 'surveys”', 'cost', 'prepar', 'print', 'stock', 'certif', 'fee', 'expens', 'registrar', 'transfer', 'agent', 'share', 'cost', 'expens', 'incid', 'offer', 'perform', 'oblig', 'compani', 'agreement', 'includ', 'limit', 'fee', 'expens', 'company’', 'counsel', 'company’', 'independ', 'account', 'travel', 'expens', 'incur', 'company’', 'underwriters’', 'personnel', 'connect', '“road', 'show”', 'includ', 'limit', 'expens', 'advanc', 'underwrit', 'company’', 'behalf', 'promptli', 'reimburs', 'provid', 'compani', 'shall', 'oblig', 'pai', 'fee', 'disburs', 'expens', 'counsel', 'underwrit', 'pursuant', 'claus', 'section', 'excess', 'aggreg']"
capitalization,"['share', 'issu', 'outstand', 'capit', 'stock', 'compani', 'duli', 'author', 'validli', 'issu', 'fulli', 'paid', 'non', 'assess', 'outstand', 'share', 'capit', 'stock', 'compani', 'issu', 'violat', 'preemptiv', 'similar', 'right', 'securityhold', 'compani']"
